hits,quarter,term,year
4,1,mental disorder,1936
2,2,mental disorder,1936
0,3,mental disorder,1936
4,4,mental disorder,1936
2,1,mental disorder,1937
1,2,mental disorder,1937
0,3,mental disorder,1937
0,4,mental disorder,1937
2,1,mental disorder,1938
0,2,mental disorder,1938
1,3,mental disorder,1938
1,4,mental disorder,1938
1,1,mental disorder,1939
0,2,mental disorder,1939
1,3,mental disorder,1939
3,4,mental disorder,1939
2,1,mental disorder,1940
3,2,mental disorder,1940
2,3,mental disorder,1940
0,4,mental disorder,1940
2,1,mental disorder,1941
1,2,mental disorder,1941
1,3,mental disorder,1941
1,4,mental disorder,1941
1,1,mental disorder,1942
0,2,mental disorder,1942
0,3,mental disorder,1942
3,4,mental disorder,1942
0,1,mental disorder,1943
1,2,mental disorder,1943
1,3,mental disorder,1943
0,4,mental disorder,1943
1,1,mental disorder,1944
1,2,mental disorder,1944
2,3,mental disorder,1944
0,4,mental disorder,1944
0,1,mental disorder,1945
0,2,mental disorder,1945
0,3,mental disorder,1945
0,4,mental disorder,1945
1,1,mental disorder,1946
1,2,mental disorder,1946
0,3,mental disorder,1946
1,4,mental disorder,1946
0,1,mental disorder,1947
2,2,mental disorder,1947
2,3,mental disorder,1947
1,4,mental disorder,1947
0,1,mental disorder,1948
0,2,mental disorder,1948
1,3,mental disorder,1948
1,4,mental disorder,1948
0,1,mental disorder,1949
2,2,mental disorder,1949
2,3,mental disorder,1949
0,4,mental disorder,1949
5,1,mental disorder,1950
2,2,mental disorder,1950
4,3,mental disorder,1950
0,4,mental disorder,1950
0,1,mental disorder,1951
2,2,mental disorder,1951
0,3,mental disorder,1951
0,4,mental disorder,1951
2,1,mental disorder,1952
4,2,mental disorder,1952
2,3,mental disorder,1952
0,4,mental disorder,1952
0,1,mental disorder,1953
1,2,mental disorder,1953
0,3,mental disorder,1953
2,4,mental disorder,1953
2,1,mental disorder,1954
3,2,mental disorder,1954
1,3,mental disorder,1954
2,4,mental disorder,1954
4,1,mental disorder,1955
5,2,mental disorder,1955
1,3,mental disorder,1955
2,4,mental disorder,1955
4,1,mental disorder,1956
2,2,mental disorder,1956
0,3,mental disorder,1956
3,4,mental disorder,1956
2,1,mental disorder,1957
4,2,mental disorder,1957
0,3,mental disorder,1957
2,4,mental disorder,1957
0,1,mental disorder,1958
1,2,mental disorder,1958
0,3,mental disorder,1958
1,4,mental disorder,1958
1,1,mental disorder,1959
0,2,mental disorder,1959
0,3,mental disorder,1959
0,4,mental disorder,1959
3,1,mental disorder,1960
0,2,mental disorder,1960
0,3,mental disorder,1960
1,4,mental disorder,1960
1,1,mental disorder,1961
0,2,mental disorder,1961
0,3,mental disorder,1961
0,4,mental disorder,1961
3,1,mental disorder,1962
6,2,mental disorder,1962
0,3,mental disorder,1962
1,4,mental disorder,1962
1,1,mental disorder,1963
1,2,mental disorder,1963
2,3,mental disorder,1963
1,4,mental disorder,1963
2,1,mental disorder,1964
2,2,mental disorder,1964
1,3,mental disorder,1964
2,4,mental disorder,1964
1,1,mental disorder,1965
5,2,mental disorder,1965
2,3,mental disorder,1965
5,4,mental disorder,1965
3,1,mental disorder,1966
2,2,mental disorder,1966
2,3,mental disorder,1966
2,4,mental disorder,1966
0,1,mental disorder,1967
0,2,mental disorder,1967
3,3,mental disorder,1967
1,4,mental disorder,1967
3,1,mental disorder,1968
2,2,mental disorder,1968
2,3,mental disorder,1968
2,4,mental disorder,1968
1,1,mental disorder,1969
2,2,mental disorder,1969
0,3,mental disorder,1969
0,4,mental disorder,1969
1,1,mental disorder,1970
2,2,mental disorder,1970
1,3,mental disorder,1970
1,4,mental disorder,1970
3,1,mental disorder,1971
0,2,mental disorder,1971
0,3,mental disorder,1971
2,4,mental disorder,1971
2,1,mental disorder,1972
2,2,mental disorder,1972
3,3,mental disorder,1972
6,4,mental disorder,1972
4,1,mental disorder,1973
1,2,mental disorder,1973
4,3,mental disorder,1973
5,4,mental disorder,1973
6,1,mental disorder,1974
3,2,mental disorder,1974
1,3,mental disorder,1974
0,4,mental disorder,1974
1,1,mental disorder,1975
4,2,mental disorder,1975
1,3,mental disorder,1975
1,4,mental disorder,1975
1,1,mental disorder,1976
1,2,mental disorder,1976
2,3,mental disorder,1976
4,4,mental disorder,1976
2,1,mental disorder,1977
3,2,mental disorder,1977
2,3,mental disorder,1977
1,4,mental disorder,1977
0,1,mental disorder,1978
3,2,mental disorder,1978
0,3,mental disorder,1978
3,4,mental disorder,1978
1,1,mental disorder,1979
1,2,mental disorder,1979
1,3,mental disorder,1979
3,4,mental disorder,1979
3,1,mental disorder,1980
6,2,mental disorder,1980
0,3,mental disorder,1980
4,4,mental disorder,1980
0,1,mental disorder,1981
4,2,mental disorder,1981
2,3,mental disorder,1981
1,4,mental disorder,1981
1,1,mental disorder,1982
4,2,mental disorder,1982
4,3,mental disorder,1982
3,4,mental disorder,1982
0,1,mental disorder,1983
1,2,mental disorder,1983
3,3,mental disorder,1983
1,4,mental disorder,1983
2,1,mental disorder,1984
2,2,mental disorder,1984
2,3,mental disorder,1984
9,4,mental disorder,1984
2,1,mental disorder,1985
3,2,mental disorder,1985
3,3,mental disorder,1985
2,4,mental disorder,1985
3,1,mental disorder,1986
2,2,mental disorder,1986
5,3,mental disorder,1986
4,4,mental disorder,1986
5,1,mental disorder,1987
3,2,mental disorder,1987
3,3,mental disorder,1987
5,4,mental disorder,1987
5,1,mental disorder,1988
0,2,mental disorder,1988
2,3,mental disorder,1988
3,4,mental disorder,1988
2,1,mental disorder,1989
3,2,mental disorder,1989
3,3,mental disorder,1989
5,4,mental disorder,1989
1,1,mental disorder,1990
3,2,mental disorder,1990
4,3,mental disorder,1990
1,4,mental disorder,1990
0,1,mental disorder,1991
2,2,mental disorder,1991
3,3,mental disorder,1991
6,4,mental disorder,1991
3,1,mental disorder,1992
3,2,mental disorder,1992
3,3,mental disorder,1992
0,4,mental disorder,1992
4,1,mental disorder,1993
2,2,mental disorder,1993
2,3,mental disorder,1993
2,4,mental disorder,1993
5,1,mental disorder,1994
7,2,mental disorder,1994
6,3,mental disorder,1994
4,4,mental disorder,1994
7,1,mental disorder,1995
2,2,mental disorder,1995
4,3,mental disorder,1995
5,4,mental disorder,1995
2,1,mental disorder,1996
2,2,mental disorder,1996
1,3,mental disorder,1996
2,4,mental disorder,1996
7,1,mental disorder,1997
2,2,mental disorder,1997
6,3,mental disorder,1997
4,4,mental disorder,1997
2,1,mental disorder,1998
1,2,mental disorder,1998
3,3,mental disorder,1998
1,4,mental disorder,1998
1,1,mental disorder,1999
3,2,mental disorder,1999
9,3,mental disorder,1999
10,4,mental disorder,1999
5,1,mental disorder,2000
4,2,mental disorder,2000
2,3,mental disorder,2000
2,4,mental disorder,2000
3,1,mental disorder,2001
2,2,mental disorder,2001
0,3,mental disorder,2001
2,4,mental disorder,2001
5,1,mental disorder,2002
0,2,mental disorder,2002
3,3,mental disorder,2002
2,4,mental disorder,2002
4,1,mental disorder,2003
2,2,mental disorder,2003
3,3,mental disorder,2003
1,4,mental disorder,2003
1,1,mental disorder,2004
0,2,mental disorder,2004
1,3,mental disorder,2004
3,4,mental disorder,2004
3,1,mental disorder,2005
11,2,mental disorder,2005
5,3,mental disorder,2005
2,4,mental disorder,2005
5,1,mental disorder,2006
3,2,mental disorder,2006
5,3,mental disorder,2006
9,4,mental disorder,2006
6,1,mental disorder,2007
2,2,mental disorder,2007
3,3,mental disorder,2007
3,4,mental disorder,2007
3,1,mental disorder,2008
4,2,mental disorder,2008
3,3,mental disorder,2008
6,4,mental disorder,2008
6,1,mental disorder,2009
5,2,mental disorder,2009
9,3,mental disorder,2009
9,4,mental disorder,2009
6,1,mental disorder,2010
4,2,mental disorder,2010
11,3,mental disorder,2010
6,4,mental disorder,2010
7,1,mental disorder,2011
4,2,mental disorder,2011
5,3,mental disorder,2011
6,4,mental disorder,2011
4,1,mental disorder,2012
9,2,mental disorder,2012
4,3,mental disorder,2012
7,4,mental disorder,2012
7,1,mental disorder,2013
6,2,mental disorder,2013
9,3,mental disorder,2013
6,4,mental disorder,2013
9,1,mental disorder,2014
23,2,mental disorder,2014
11,3,mental disorder,2014
14,4,mental disorder,2014
13,1,mental disorder,2015
14,2,mental disorder,2015
7,3,mental disorder,2015
11,4,mental disorder,2015
11,1,mental disorder,2016
17,2,mental disorder,2016
7,3,mental disorder,2016
10,4,mental disorder,2016
