hits,quarter,term,year
4,2,mental health OR mental illness OR behavioral health,1943
3,3,mental health OR mental illness OR behavioral health,1943
16,4,mental health OR mental illness OR behavioral health,1943
5,1,mental health OR mental illness OR behavioral health,1944
10,2,mental health OR mental illness OR behavioral health,1944
4,3,mental health OR mental illness OR behavioral health,1944
14,4,mental health OR mental illness OR behavioral health,1944
14,1,mental health OR mental illness OR behavioral health,1945
8,2,mental health OR mental illness OR behavioral health,1945
4,3,mental health OR mental illness OR behavioral health,1945
12,4,mental health OR mental illness OR behavioral health,1945
11,1,mental health OR mental illness OR behavioral health,1946
13,2,mental health OR mental illness OR behavioral health,1946
13,3,mental health OR mental illness OR behavioral health,1946
21,4,mental health OR mental illness OR behavioral health,1946
15,1,mental health OR mental illness OR behavioral health,1947
32,2,mental health OR mental illness OR behavioral health,1947
18,3,mental health OR mental illness OR behavioral health,1947
30,4,mental health OR mental illness OR behavioral health,1947
28,1,mental health OR mental illness OR behavioral health,1948
39,2,mental health OR mental illness OR behavioral health,1948
44,3,mental health OR mental illness OR behavioral health,1948
49,4,mental health OR mental illness OR behavioral health,1948
49,1,mental health OR mental illness OR behavioral health,1949
50,2,mental health OR mental illness OR behavioral health,1949
41,3,mental health OR mental illness OR behavioral health,1949
61,4,mental health OR mental illness OR behavioral health,1949
64,1,mental health OR mental illness OR behavioral health,1950
61,2,mental health OR mental illness OR behavioral health,1950
27,3,mental health OR mental illness OR behavioral health,1950
41,4,mental health OR mental illness OR behavioral health,1950
43,1,mental health OR mental illness OR behavioral health,1951
55,2,mental health OR mental illness OR behavioral health,1951
33,3,mental health OR mental illness OR behavioral health,1951
47,4,mental health OR mental illness OR behavioral health,1951
41,1,mental health OR mental illness OR behavioral health,1952
65,2,mental health OR mental illness OR behavioral health,1952
31,3,mental health OR mental illness OR behavioral health,1952
48,4,mental health OR mental illness OR behavioral health,1952
52,1,mental health OR mental illness OR behavioral health,1953
54,2,mental health OR mental illness OR behavioral health,1953
41,3,mental health OR mental illness OR behavioral health,1953
49,4,mental health OR mental illness OR behavioral health,1953
84,1,mental health OR mental illness OR behavioral health,1954
49,2,mental health OR mental illness OR behavioral health,1954
54,3,mental health OR mental illness OR behavioral health,1954
65,4,mental health OR mental illness OR behavioral health,1954
88,1,mental health OR mental illness OR behavioral health,1955
85,2,mental health OR mental illness OR behavioral health,1955
55,3,mental health OR mental illness OR behavioral health,1955
70,4,mental health OR mental illness OR behavioral health,1955
95,1,mental health OR mental illness OR behavioral health,1956
98,2,mental health OR mental illness OR behavioral health,1956
59,3,mental health OR mental illness OR behavioral health,1956
74,4,mental health OR mental illness OR behavioral health,1956
87,1,mental health OR mental illness OR behavioral health,1957
93,2,mental health OR mental illness OR behavioral health,1957
82,3,mental health OR mental illness OR behavioral health,1957
88,4,mental health OR mental illness OR behavioral health,1957
86,1,mental health OR mental illness OR behavioral health,1958
69,2,mental health OR mental illness OR behavioral health,1958
66,3,mental health OR mental illness OR behavioral health,1958
75,4,mental health OR mental illness OR behavioral health,1958
65,1,mental health OR mental illness OR behavioral health,1959
74,2,mental health OR mental illness OR behavioral health,1959
64,3,mental health OR mental illness OR behavioral health,1959
71,4,mental health OR mental illness OR behavioral health,1959
96,1,mental health OR mental illness OR behavioral health,1960
68,2,mental health OR mental illness OR behavioral health,1960
57,3,mental health OR mental illness OR behavioral health,1960
81,4,mental health OR mental illness OR behavioral health,1960
68,1,mental health OR mental illness OR behavioral health,1961
71,2,mental health OR mental illness OR behavioral health,1961
51,3,mental health OR mental illness OR behavioral health,1961
94,4,mental health OR mental illness OR behavioral health,1961
96,1,mental health OR mental illness OR behavioral health,1962
98,2,mental health OR mental illness OR behavioral health,1962
86,3,mental health OR mental illness OR behavioral health,1962
86,4,mental health OR mental illness OR behavioral health,1962
36,1,mental health OR mental illness OR behavioral health,1963
145,2,mental health OR mental illness OR behavioral health,1963
99,3,mental health OR mental illness OR behavioral health,1963
138,4,mental health OR mental illness OR behavioral health,1963
77,1,mental health OR mental illness OR behavioral health,1964
82,2,mental health OR mental illness OR behavioral health,1964
53,3,mental health OR mental illness OR behavioral health,1964
86,4,mental health OR mental illness OR behavioral health,1964
67,1,mental health OR mental illness OR behavioral health,1965
63,2,mental health OR mental illness OR behavioral health,1965
54,3,mental health OR mental illness OR behavioral health,1965
69,4,mental health OR mental illness OR behavioral health,1965
145,1,mental health OR mental illness OR behavioral health,1966
167,2,mental health OR mental illness OR behavioral health,1966
120,3,mental health OR mental illness OR behavioral health,1966
125,4,mental health OR mental illness OR behavioral health,1966
106,1,mental health OR mental illness OR behavioral health,1967
91,2,mental health OR mental illness OR behavioral health,1967
47,3,mental health OR mental illness OR behavioral health,1967
97,4,mental health OR mental illness OR behavioral health,1967
78,1,mental health OR mental illness OR behavioral health,1968
73,2,mental health OR mental illness OR behavioral health,1968
69,3,mental health OR mental illness OR behavioral health,1968
85,4,mental health OR mental illness OR behavioral health,1968
96,1,mental health OR mental illness OR behavioral health,1969
83,2,mental health OR mental illness OR behavioral health,1969
61,3,mental health OR mental illness OR behavioral health,1969
85,4,mental health OR mental illness OR behavioral health,1969
87,1,mental health OR mental illness OR behavioral health,1970
113,2,mental health OR mental illness OR behavioral health,1970
74,3,mental health OR mental illness OR behavioral health,1970
77,4,mental health OR mental illness OR behavioral health,1970
79,1,mental health OR mental illness OR behavioral health,1971
83,2,mental health OR mental illness OR behavioral health,1971
55,3,mental health OR mental illness OR behavioral health,1971
76,4,mental health OR mental illness OR behavioral health,1971
87,1,mental health OR mental illness OR behavioral health,1972
96,2,mental health OR mental illness OR behavioral health,1972
95,3,mental health OR mental illness OR behavioral health,1972
114,4,mental health OR mental illness OR behavioral health,1972
120,1,mental health OR mental illness OR behavioral health,1973
98,2,mental health OR mental illness OR behavioral health,1973
88,3,mental health OR mental illness OR behavioral health,1973
109,4,mental health OR mental illness OR behavioral health,1973
120,1,mental health OR mental illness OR behavioral health,1974
104,2,mental health OR mental illness OR behavioral health,1974
128,3,mental health OR mental illness OR behavioral health,1974
132,4,mental health OR mental illness OR behavioral health,1974
122,1,mental health OR mental illness OR behavioral health,1975
111,2,mental health OR mental illness OR behavioral health,1975
103,3,mental health OR mental illness OR behavioral health,1975
110,4,mental health OR mental illness OR behavioral health,1975
110,1,mental health OR mental illness OR behavioral health,1976
88,2,mental health OR mental illness OR behavioral health,1976
73,3,mental health OR mental illness OR behavioral health,1976
103,4,mental health OR mental illness OR behavioral health,1976
92,1,mental health OR mental illness OR behavioral health,1977
129,2,mental health OR mental illness OR behavioral health,1977
113,3,mental health OR mental illness OR behavioral health,1977
120,4,mental health OR mental illness OR behavioral health,1977
120,1,mental health OR mental illness OR behavioral health,1978
134,2,mental health OR mental illness OR behavioral health,1978
48,3,mental health OR mental illness OR behavioral health,1978
73,4,mental health OR mental illness OR behavioral health,1978
79,1,mental health OR mental illness OR behavioral health,1979
89,2,mental health OR mental illness OR behavioral health,1979
103,3,mental health OR mental illness OR behavioral health,1979
98,4,mental health OR mental illness OR behavioral health,1979
108,1,mental health OR mental illness OR behavioral health,1980
159,2,mental health OR mental illness OR behavioral health,1980
141,3,mental health OR mental illness OR behavioral health,1980
184,4,mental health OR mental illness OR behavioral health,1980
104,1,mental health OR mental illness OR behavioral health,1981
90,2,mental health OR mental illness OR behavioral health,1981
124,3,mental health OR mental illness OR behavioral health,1981
113,4,mental health OR mental illness OR behavioral health,1981
67,1,mental health OR mental illness OR behavioral health,1982
136,2,mental health OR mental illness OR behavioral health,1982
80,3,mental health OR mental illness OR behavioral health,1982
106,4,mental health OR mental illness OR behavioral health,1982
97,1,mental health OR mental illness OR behavioral health,1983
93,2,mental health OR mental illness OR behavioral health,1983
63,3,mental health OR mental illness OR behavioral health,1983
87,4,mental health OR mental illness OR behavioral health,1983
124,1,mental health OR mental illness OR behavioral health,1984
87,2,mental health OR mental illness OR behavioral health,1984
74,3,mental health OR mental illness OR behavioral health,1984
93,4,mental health OR mental illness OR behavioral health,1984
80,1,mental health OR mental illness OR behavioral health,1985
90,2,mental health OR mental illness OR behavioral health,1985
65,3,mental health OR mental illness OR behavioral health,1985
109,4,mental health OR mental illness OR behavioral health,1985
80,1,mental health OR mental illness OR behavioral health,1986
86,2,mental health OR mental illness OR behavioral health,1986
106,3,mental health OR mental illness OR behavioral health,1986
92,4,mental health OR mental illness OR behavioral health,1986
107,1,mental health OR mental illness OR behavioral health,1987
98,2,mental health OR mental illness OR behavioral health,1987
107,3,mental health OR mental illness OR behavioral health,1987
127,4,mental health OR mental illness OR behavioral health,1987
111,1,mental health OR mental illness OR behavioral health,1988
89,2,mental health OR mental illness OR behavioral health,1988
101,3,mental health OR mental illness OR behavioral health,1988
108,4,mental health OR mental illness OR behavioral health,1988
117,1,mental health OR mental illness OR behavioral health,1989
79,2,mental health OR mental illness OR behavioral health,1989
77,3,mental health OR mental illness OR behavioral health,1989
95,4,mental health OR mental illness OR behavioral health,1989
83,1,mental health OR mental illness OR behavioral health,1990
97,2,mental health OR mental illness OR behavioral health,1990
87,3,mental health OR mental illness OR behavioral health,1990
85,4,mental health OR mental illness OR behavioral health,1990
105,1,mental health OR mental illness OR behavioral health,1991
66,2,mental health OR mental illness OR behavioral health,1991
84,3,mental health OR mental illness OR behavioral health,1991
105,4,mental health OR mental illness OR behavioral health,1991
96,1,mental health OR mental illness OR behavioral health,1992
96,2,mental health OR mental illness OR behavioral health,1992
92,3,mental health OR mental illness OR behavioral health,1992
99,4,mental health OR mental illness OR behavioral health,1992
122,1,mental health OR mental illness OR behavioral health,1993
117,2,mental health OR mental illness OR behavioral health,1993
168,3,mental health OR mental illness OR behavioral health,1993
132,4,mental health OR mental illness OR behavioral health,1993
105,1,mental health OR mental illness OR behavioral health,1994
136,2,mental health OR mental illness OR behavioral health,1994
130,3,mental health OR mental illness OR behavioral health,1994
122,4,mental health OR mental illness OR behavioral health,1994
155,1,mental health OR mental illness OR behavioral health,1995
112,2,mental health OR mental illness OR behavioral health,1995
93,3,mental health OR mental illness OR behavioral health,1995
112,4,mental health OR mental illness OR behavioral health,1995
146,1,mental health OR mental illness OR behavioral health,1996
147,2,mental health OR mental illness OR behavioral health,1996
113,3,mental health OR mental illness OR behavioral health,1996
125,4,mental health OR mental illness OR behavioral health,1996
102,1,mental health OR mental illness OR behavioral health,1997
127,2,mental health OR mental illness OR behavioral health,1997
113,3,mental health OR mental illness OR behavioral health,1997
144,4,mental health OR mental illness OR behavioral health,1997
165,1,mental health OR mental illness OR behavioral health,1998
120,2,mental health OR mental illness OR behavioral health,1998
129,3,mental health OR mental illness OR behavioral health,1998
136,4,mental health OR mental illness OR behavioral health,1998
120,1,mental health OR mental illness OR behavioral health,1999
199,2,mental health OR mental illness OR behavioral health,1999
165,3,mental health OR mental illness OR behavioral health,1999
219,4,mental health OR mental illness OR behavioral health,1999
151,1,mental health OR mental illness OR behavioral health,2000
190,2,mental health OR mental illness OR behavioral health,2000
144,3,mental health OR mental illness OR behavioral health,2000
132,4,mental health OR mental illness OR behavioral health,2000
149,1,mental health OR mental illness OR behavioral health,2001
127,2,mental health OR mental illness OR behavioral health,2001
130,3,mental health OR mental illness OR behavioral health,2001
191,4,mental health OR mental illness OR behavioral health,2001
183,1,mental health OR mental illness OR behavioral health,2002
180,2,mental health OR mental illness OR behavioral health,2002
160,3,mental health OR mental illness OR behavioral health,2002
154,4,mental health OR mental illness OR behavioral health,2002
160,1,mental health OR mental illness OR behavioral health,2003
129,2,mental health OR mental illness OR behavioral health,2003
122,3,mental health OR mental illness OR behavioral health,2003
143,4,mental health OR mental illness OR behavioral health,2003
151,1,mental health OR mental illness OR behavioral health,2004
131,2,mental health OR mental illness OR behavioral health,2004
118,3,mental health OR mental illness OR behavioral health,2004
156,4,mental health OR mental illness OR behavioral health,2004
137,1,mental health OR mental illness OR behavioral health,2005
135,2,mental health OR mental illness OR behavioral health,2005
112,3,mental health OR mental illness OR behavioral health,2005
141,4,mental health OR mental illness OR behavioral health,2005
150,1,mental health OR mental illness OR behavioral health,2006
182,2,mental health OR mental illness OR behavioral health,2006
176,3,mental health OR mental illness OR behavioral health,2006
204,4,mental health OR mental illness OR behavioral health,2006
256,1,mental health OR mental illness OR behavioral health,2007
248,2,mental health OR mental illness OR behavioral health,2007
182,3,mental health OR mental illness OR behavioral health,2007
185,4,mental health OR mental illness OR behavioral health,2007
196,1,mental health OR mental illness OR behavioral health,2008
184,2,mental health OR mental illness OR behavioral health,2008
131,3,mental health OR mental illness OR behavioral health,2008
167,4,mental health OR mental illness OR behavioral health,2008
179,1,mental health OR mental illness OR behavioral health,2009
197,2,mental health OR mental illness OR behavioral health,2009
200,3,mental health OR mental illness OR behavioral health,2009
262,4,mental health OR mental illness OR behavioral health,2009
193,1,mental health OR mental illness OR behavioral health,2010
187,2,mental health OR mental illness OR behavioral health,2010
181,3,mental health OR mental illness OR behavioral health,2010
193,4,mental health OR mental illness OR behavioral health,2010
254,1,mental health OR mental illness OR behavioral health,2011
176,2,mental health OR mental illness OR behavioral health,2011
196,3,mental health OR mental illness OR behavioral health,2011
234,4,mental health OR mental illness OR behavioral health,2011
204,1,mental health OR mental illness OR behavioral health,2012
231,2,mental health OR mental illness OR behavioral health,2012
178,3,mental health OR mental illness OR behavioral health,2012
249,4,mental health OR mental illness OR behavioral health,2012
305,1,mental health OR mental illness OR behavioral health,2013
253,2,mental health OR mental illness OR behavioral health,2013
370,3,mental health OR mental illness OR behavioral health,2013
201,4,mental health OR mental illness OR behavioral health,2013
421,1,mental health OR mental illness OR behavioral health,2014
581,2,mental health OR mental illness OR behavioral health,2014
488,3,mental health OR mental illness OR behavioral health,2014
488,4,mental health OR mental illness OR behavioral health,2014
582,1,mental health OR mental illness OR behavioral health,2015
597,2,mental health OR mental illness OR behavioral health,2015
651,3,mental health OR mental illness OR behavioral health,2015
624,4,mental health OR mental illness OR behavioral health,2015
647,1,mental health OR mental illness OR behavioral health,2016
619,2,mental health OR mental illness OR behavioral health,2016
561,3,mental health OR mental illness OR behavioral health,2016
518,4,mental health OR mental illness OR behavioral health,2016
