hits,quarter,term,year
127,2,heart disease,1926
130,3,heart disease,1926
147,4,heart disease,1926
143,1,heart disease,1927
179,2,heart disease,1927
161,3,heart disease,1927
164,4,heart disease,1927
174,1,heart disease,1928
153,2,heart disease,1928
132,3,heart disease,1928
198,4,heart disease,1928
202,1,heart disease,1929
231,2,heart disease,1929
183,3,heart disease,1929
242,4,heart disease,1929
277,1,heart disease,1930
271,2,heart disease,1930
249,3,heart disease,1930
350,4,heart disease,1930
330,1,heart disease,1931
297,2,heart disease,1931
280,3,heart disease,1931
326,4,heart disease,1931
344,1,heart disease,1932
238,2,heart disease,1932
189,3,heart disease,1932
260,4,heart disease,1932
258,1,heart disease,1933
184,2,heart disease,1933
160,3,heart disease,1933
199,4,heart disease,1933
182,1,heart disease,1934
135,2,heart disease,1934
113,3,heart disease,1934
113,4,heart disease,1934
111,1,heart disease,1935
130,2,heart disease,1935
99,3,heart disease,1935
102,4,heart disease,1935
118,1,heart disease,1936
106,2,heart disease,1936
88,3,heart disease,1936
88,4,heart disease,1936
101,1,heart disease,1937
96,2,heart disease,1937
70,3,heart disease,1937
96,4,heart disease,1937
68,1,heart disease,1938
65,2,heart disease,1938
66,3,heart disease,1938
62,4,heart disease,1938
76,1,heart disease,1939
56,2,heart disease,1939
61,3,heart disease,1939
64,4,heart disease,1939
54,1,heart disease,1940
51,2,heart disease,1940
47,3,heart disease,1940
55,4,heart disease,1940
36,1,heart disease,1941
31,2,heart disease,1941
29,3,heart disease,1941
27,4,heart disease,1941
30,1,heart disease,1942
23,2,heart disease,1942
30,3,heart disease,1942
22,4,heart disease,1942
15,1,heart disease,1943
11,2,heart disease,1943
11,3,heart disease,1943
25,4,heart disease,1943
21,1,heart disease,1944
15,2,heart disease,1944
22,3,heart disease,1944
28,4,heart disease,1944
34,1,heart disease,1945
25,2,heart disease,1945
19,3,heart disease,1945
26,4,heart disease,1945
20,1,heart disease,1946
19,2,heart disease,1946
18,3,heart disease,1946
32,4,heart disease,1946
42,1,heart disease,1947
25,2,heart disease,1947
20,3,heart disease,1947
32,4,heart disease,1947
41,1,heart disease,1948
30,2,heart disease,1948
25,3,heart disease,1948
37,4,heart disease,1948
47,1,heart disease,1949
35,2,heart disease,1949
30,3,heart disease,1949
36,4,heart disease,1949
34,1,heart disease,1950
28,2,heart disease,1950
24,3,heart disease,1950
39,4,heart disease,1950
31,1,heart disease,1951
26,2,heart disease,1951
16,3,heart disease,1951
39,4,heart disease,1951
37,1,heart disease,1952
27,2,heart disease,1952
16,3,heart disease,1952
24,4,heart disease,1952
28,1,heart disease,1953
29,2,heart disease,1953
18,3,heart disease,1953
25,4,heart disease,1953
30,1,heart disease,1954
31,2,heart disease,1954
32,3,heart disease,1954
19,4,heart disease,1954
31,1,heart disease,1955
14,2,heart disease,1955
24,3,heart disease,1955
38,4,heart disease,1955
44,1,heart disease,1956
35,2,heart disease,1956
35,3,heart disease,1956
32,4,heart disease,1956
31,1,heart disease,1957
27,2,heart disease,1957
19,3,heart disease,1957
30,4,heart disease,1957
36,1,heart disease,1958
25,2,heart disease,1958
35,3,heart disease,1958
23,4,heart disease,1958
24,1,heart disease,1959
34,2,heart disease,1959
27,3,heart disease,1959
33,4,heart disease,1959
26,1,heart disease,1960
29,2,heart disease,1960
12,3,heart disease,1960
31,4,heart disease,1960
29,1,heart disease,1961
18,2,heart disease,1961
19,3,heart disease,1961
21,4,heart disease,1961
32,1,heart disease,1962
23,2,heart disease,1962
18,3,heart disease,1962
30,4,heart disease,1962
6,1,heart disease,1963
23,2,heart disease,1963
14,3,heart disease,1963
32,4,heart disease,1963
27,1,heart disease,1964
23,2,heart disease,1964
15,3,heart disease,1964
30,4,heart disease,1964
41,1,heart disease,1965
33,2,heart disease,1965
26,3,heart disease,1965
24,4,heart disease,1965
32,1,heart disease,1966
35,2,heart disease,1966
18,3,heart disease,1966
26,4,heart disease,1966
28,1,heart disease,1967
23,2,heart disease,1967
18,3,heart disease,1967
27,4,heart disease,1967
31,1,heart disease,1968
18,2,heart disease,1968
34,3,heart disease,1968
35,4,heart disease,1968
23,1,heart disease,1969
14,2,heart disease,1969
13,3,heart disease,1969
19,4,heart disease,1969
24,1,heart disease,1970
23,2,heart disease,1970
12,3,heart disease,1970
34,4,heart disease,1970
18,1,heart disease,1971
26,2,heart disease,1971
15,3,heart disease,1971
30,4,heart disease,1971
37,1,heart disease,1972
34,2,heart disease,1972
28,3,heart disease,1972
34,4,heart disease,1972
34,1,heart disease,1973
31,2,heart disease,1973
37,3,heart disease,1973
49,4,heart disease,1973
39,1,heart disease,1974
33,2,heart disease,1974
25,3,heart disease,1974
32,4,heart disease,1974
38,1,heart disease,1975
29,2,heart disease,1975
38,3,heart disease,1975
22,4,heart disease,1975
35,1,heart disease,1976
33,2,heart disease,1976
33,3,heart disease,1976
37,4,heart disease,1976
33,1,heart disease,1977
43,2,heart disease,1977
36,3,heart disease,1977
38,4,heart disease,1977
35,1,heart disease,1978
22,2,heart disease,1978
12,3,heart disease,1978
24,4,heart disease,1978
32,1,heart disease,1979
37,2,heart disease,1979
26,3,heart disease,1979
39,4,heart disease,1979
35,1,heart disease,1980
64,2,heart disease,1980
39,3,heart disease,1980
88,4,heart disease,1980
29,1,heart disease,1981
30,2,heart disease,1981
37,3,heart disease,1981
36,4,heart disease,1981
32,1,heart disease,1982
18,2,heart disease,1982
26,3,heart disease,1982
44,4,heart disease,1982
36,1,heart disease,1983
37,2,heart disease,1983
34,3,heart disease,1983
43,4,heart disease,1983
52,1,heart disease,1984
48,2,heart disease,1984
52,3,heart disease,1984
65,4,heart disease,1984
53,1,heart disease,1985
49,2,heart disease,1985
53,3,heart disease,1985
63,4,heart disease,1985
40,1,heart disease,1986
48,2,heart disease,1986
45,3,heart disease,1986
53,4,heart disease,1986
43,1,heart disease,1987
33,2,heart disease,1987
54,3,heart disease,1987
51,4,heart disease,1987
60,1,heart disease,1988
67,2,heart disease,1988
43,3,heart disease,1988
71,4,heart disease,1988
60,1,heart disease,1989
54,2,heart disease,1989
56,3,heart disease,1989
79,4,heart disease,1989
72,1,heart disease,1990
76,2,heart disease,1990
58,3,heart disease,1990
69,4,heart disease,1990
59,1,heart disease,1991
63,2,heart disease,1991
52,3,heart disease,1991
50,4,heart disease,1991
51,1,heart disease,1992
49,2,heart disease,1992
64,3,heart disease,1992
59,4,heart disease,1992
63,1,heart disease,1993
53,2,heart disease,1993
49,3,heart disease,1993
58,4,heart disease,1993
66,1,heart disease,1994
77,2,heart disease,1994
54,3,heart disease,1994
58,4,heart disease,1994
60,1,heart disease,1995
51,2,heart disease,1995
68,3,heart disease,1995
83,4,heart disease,1995
58,1,heart disease,1996
64,2,heart disease,1996
59,3,heart disease,1996
61,4,heart disease,1996
50,1,heart disease,1997
82,2,heart disease,1997
56,3,heart disease,1997
86,4,heart disease,1997
70,1,heart disease,1998
60,2,heart disease,1998
58,3,heart disease,1998
54,4,heart disease,1998
85,1,heart disease,1999
64,2,heart disease,1999
47,3,heart disease,1999
70,4,heart disease,1999
59,1,heart disease,2000
68,2,heart disease,2000
59,3,heart disease,2000
61,4,heart disease,2000
79,1,heart disease,2001
74,2,heart disease,2001
50,3,heart disease,2001
72,4,heart disease,2001
71,1,heart disease,2002
71,2,heart disease,2002
86,3,heart disease,2002
91,4,heart disease,2002
87,1,heart disease,2003
67,2,heart disease,2003
52,3,heart disease,2003
63,4,heart disease,2003
81,1,heart disease,2004
73,2,heart disease,2004
90,3,heart disease,2004
98,4,heart disease,2004
94,1,heart disease,2005
82,2,heart disease,2005
74,3,heart disease,2005
65,4,heart disease,2005
89,1,heart disease,2006
97,2,heart disease,2006
103,3,heart disease,2006
141,4,heart disease,2006
97,1,heart disease,2007
119,2,heart disease,2007
106,3,heart disease,2007
108,4,heart disease,2007
96,1,heart disease,2008
80,2,heart disease,2008
85,3,heart disease,2008
103,4,heart disease,2008
83,1,heart disease,2009
110,2,heart disease,2009
86,3,heart disease,2009
114,4,heart disease,2009
87,1,heart disease,2010
96,2,heart disease,2010
65,3,heart disease,2010
61,4,heart disease,2010
71,1,heart disease,2011
64,2,heart disease,2011
88,3,heart disease,2011
103,4,heart disease,2011
117,1,heart disease,2012
127,2,heart disease,2012
90,3,heart disease,2012
68,4,heart disease,2012
89,1,heart disease,2013
105,2,heart disease,2013
82,3,heart disease,2013
95,4,heart disease,2013
140,1,heart disease,2014
109,2,heart disease,2014
96,3,heart disease,2014
97,4,heart disease,2014
124,1,heart disease,2015
114,2,heart disease,2015
113,3,heart disease,2015
129,4,heart disease,2015
116,1,heart disease,2016
119,2,heart disease,2016
100,3,heart disease,2016
91,4,heart disease,2016
