hits,quarter,term,year
3174,2,war AND US,1940
2795,3,war AND US,1940
2750,4,war AND US,1940
2732,1,war AND US,1941
2934,2,war AND US,1941
2619,3,war AND US,1941
3245,4,war AND US,1941
3661,1,war AND US,1942
3335,2,war AND US,1942
3049,3,war AND US,1942
3125,4,war AND US,1942
2930,1,war AND US,1943
3074,2,war AND US,1943
2792,3,war AND US,1943
2802,4,war AND US,1943
2583,1,war AND US,1944
2689,2,war AND US,1944
2402,3,war AND US,1944
2649,4,war AND US,1944
2757,1,war AND US,1945
3004,2,war AND US,1945
3290,3,war AND US,1945
2951,4,war AND US,1945
2754,1,war AND US,1946
2774,2,war AND US,1946
2712,3,war AND US,1946
2603,4,war AND US,1946
2644,1,war AND US,1947
2618,2,war AND US,1947
2526,3,war AND US,1947
2383,4,war AND US,1947
2003,1,war AND US,1948
2013,2,war AND US,1948
1858,3,war AND US,1948
1948,4,war AND US,1948
2100,1,war AND US,1949
1919,2,war AND US,1949
1989,3,war AND US,1949
1872,4,war AND US,1949
1984,1,war AND US,1950
2181,2,war AND US,1950
3109,3,war AND US,1950
2525,4,war AND US,1950
2306,1,war AND US,1951
2336,2,war AND US,1951
1958,3,war AND US,1951
1862,4,war AND US,1951
1817,1,war AND US,1952
1694,2,war AND US,1952
1582,3,war AND US,1952
1859,4,war AND US,1952
1716,1,war AND US,1953
1815,2,war AND US,1953
1709,3,war AND US,1953
1676,4,war AND US,1953
1522,1,war AND US,1954
1603,2,war AND US,1954
1352,3,war AND US,1954
1413,4,war AND US,1954
1502,1,war AND US,1955
1428,2,war AND US,1955
1242,3,war AND US,1955
1188,4,war AND US,1955
1344,1,war AND US,1956
1200,2,war AND US,1956
1197,3,war AND US,1956
1392,4,war AND US,1956
1154,1,war AND US,1957
1191,2,war AND US,1957
1045,3,war AND US,1957
1328,4,war AND US,1957
1093,1,war AND US,1958
1126,2,war AND US,1958
1185,3,war AND US,1958
932,4,war AND US,1958
1032,1,war AND US,1959
1018,2,war AND US,1959
1170,3,war AND US,1959
1109,4,war AND US,1959
1044,1,war AND US,1960
1225,2,war AND US,1960
1142,3,war AND US,1960
1192,4,war AND US,1960
1091,1,war AND US,1961
1225,2,war AND US,1961
1197,3,war AND US,1961
1189,4,war AND US,1961
1081,1,war AND US,1962
1160,2,war AND US,1962
1175,3,war AND US,1962
1217,4,war AND US,1962
505,1,war AND US,1963
1122,2,war AND US,1963
1168,3,war AND US,1963
1143,4,war AND US,1963
998,1,war AND US,1964
1094,2,war AND US,1964
1087,3,war AND US,1964
993,4,war AND US,1964
1247,1,war AND US,1965
1230,2,war AND US,1965
1202,3,war AND US,1965
1316,4,war AND US,1965
1612,1,war AND US,1966
1424,2,war AND US,1966
1639,3,war AND US,1966
1478,4,war AND US,1966
1453,1,war AND US,1967
1776,2,war AND US,1967
1291,3,war AND US,1967
1636,4,war AND US,1967
1638,1,war AND US,1968
1308,2,war AND US,1968
1216,3,war AND US,1968
1279,4,war AND US,1968
1159,1,war AND US,1969
1084,2,war AND US,1969
1101,3,war AND US,1969
1339,4,war AND US,1969
1207,1,war AND US,1970
1401,2,war AND US,1970
1188,3,war AND US,1970
1178,4,war AND US,1970
1035,1,war AND US,1971
1226,2,war AND US,1971
1150,3,war AND US,1971
1182,4,war AND US,1971
1113,1,war AND US,1972
1233,2,war AND US,1972
1079,3,war AND US,1972
1311,4,war AND US,1972
1609,1,war AND US,1973
1123,2,war AND US,1973
1022,3,war AND US,1973
1473,4,war AND US,1973
1028,1,war AND US,1974
944,2,war AND US,1974
975,3,war AND US,1974
1012,4,war AND US,1974
1089,1,war AND US,1975
1367,2,war AND US,1975
901,3,war AND US,1975
928,4,war AND US,1975
966,1,war AND US,1976
962,2,war AND US,1976
868,3,war AND US,1976
920,4,war AND US,1976
922,1,war AND US,1977
971,2,war AND US,1977
947,3,war AND US,1977
998,4,war AND US,1977
976,1,war AND US,1978
976,2,war AND US,1978
400,3,war AND US,1978
532,4,war AND US,1978
936,1,war AND US,1979
873,2,war AND US,1979
934,3,war AND US,1979
993,4,war AND US,1979
1006,1,war AND US,1980
1109,2,war AND US,1980
1646,3,war AND US,1980
2003,4,war AND US,1980
773,1,war AND US,1981
758,2,war AND US,1981
800,3,war AND US,1981
1065,4,war AND US,1981
863,1,war AND US,1982
1148,2,war AND US,1982
884,3,war AND US,1982
856,4,war AND US,1982
803,1,war AND US,1983
872,2,war AND US,1983
857,3,war AND US,1983
996,4,war AND US,1983
906,1,war AND US,1984
929,2,war AND US,1984
820,3,war AND US,1984
867,4,war AND US,1984
769,1,war AND US,1985
949,2,war AND US,1985
753,3,war AND US,1985
919,4,war AND US,1985
828,1,war AND US,1986
908,2,war AND US,1986
843,3,war AND US,1986
920,4,war AND US,1986
788,1,war AND US,1987
902,2,war AND US,1987
944,3,war AND US,1987
904,4,war AND US,1987
833,1,war AND US,1988
866,2,war AND US,1988
913,3,war AND US,1988
812,4,war AND US,1988
850,1,war AND US,1989
755,2,war AND US,1989
829,3,war AND US,1989
923,4,war AND US,1989
869,1,war AND US,1990
800,2,war AND US,1990
1141,3,war AND US,1990
1192,4,war AND US,1990
2024,1,war AND US,1991
1080,2,war AND US,1991
878,3,war AND US,1991
843,4,war AND US,1991
945,1,war AND US,1992
926,2,war AND US,1992
972,3,war AND US,1992
953,4,war AND US,1992
846,1,war AND US,1993
884,2,war AND US,1993
862,3,war AND US,1993
743,4,war AND US,1993
788,1,war AND US,1994
780,2,war AND US,1994
758,3,war AND US,1994
699,4,war AND US,1994
705,1,war AND US,1995
771,2,war AND US,1995
694,3,war AND US,1995
747,4,war AND US,1995
702,1,war AND US,1996
689,2,war AND US,1996
757,3,war AND US,1996
743,4,war AND US,1996
700,1,war AND US,1997
737,2,war AND US,1997
719,3,war AND US,1997
821,4,war AND US,1997
861,1,war AND US,1998
832,2,war AND US,1998
858,3,war AND US,1998
849,4,war AND US,1998
954,1,war AND US,1999
1091,2,war AND US,1999
831,3,war AND US,1999
944,4,war AND US,1999
887,1,war AND US,2000
856,2,war AND US,2000
809,3,war AND US,2000
857,4,war AND US,2000
800,1,war AND US,2001
816,2,war AND US,2001
1110,3,war AND US,2001
2090,4,war AND US,2001
1266,1,war AND US,2002
1051,2,war AND US,2002
1086,3,war AND US,2002
1381,4,war AND US,2002
2328,1,war AND US,2003
1902,2,war AND US,2003
1159,3,war AND US,2003
1130,4,war AND US,2003
1021,1,war AND US,2004
1258,2,war AND US,2004
1195,3,war AND US,2004
1058,4,war AND US,2004
926,1,war AND US,2005
859,2,war AND US,2005
842,3,war AND US,2005
908,4,war AND US,2005
917,1,war AND US,2006
1172,2,war AND US,2006
1587,3,war AND US,2006
1584,4,war AND US,2006
1469,1,war AND US,2007
1342,2,war AND US,2007
1313,3,war AND US,2007
1130,4,war AND US,2007
1159,1,war AND US,2008
1104,2,war AND US,2008
1195,3,war AND US,2008
1128,4,war AND US,2008
1161,1,war AND US,2009
1186,2,war AND US,2009
1099,3,war AND US,2009
1318,4,war AND US,2009
1006,1,war AND US,2010
1048,2,war AND US,2010
1025,3,war AND US,2010
1230,4,war AND US,2010
1073,1,war AND US,2011
1193,2,war AND US,2011
1039,3,war AND US,2011
1335,4,war AND US,2011
1212,1,war AND US,2012
1145,2,war AND US,2012
1071,3,war AND US,2012
975,4,war AND US,2012
1022,1,war AND US,2013
1084,2,war AND US,2013
1794,3,war AND US,2013
921,4,war AND US,2013
2354,1,war AND US,2014
2272,2,war AND US,2014
2552,3,war AND US,2014
2011,4,war AND US,2014
1972,1,war AND US,2015
1917,2,war AND US,2015
2050,3,war AND US,2015
2462,4,war AND US,2015
2195,1,war AND US,2016
2014,2,war AND US,2016
2167,3,war AND US,2016
2381,4,war AND US,2016
